system_time,id,computer,subject_user
2021-06-09 05:43:48,104,"""EC2AMAZ-OD9JR82""","""Administrator"""
2021-06-09 05:43:48,104,"""EC2AMAZ-OD9JR82""","""Administrator"""
2021-06-09 05:43:48,104,"""EC2AMAZ-OD9JR82""","""Administrator"""
