system_time,id,detection_rules,computer_name,Event.EventData.TargetFilename,image
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\jspattr
ibute\jspattribute.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\jspattr
ibute\shuffle.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\misc\co
nfig.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\misc\dy
namicattrs.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\simplet
ag\book.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\simplet
ag\hello.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\simplet
ag\repeat.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\tagfile
s\hello.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\tagfile
s\panel.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsp2\tagfile
s\products.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsptoserv\he
llo.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\jsptoserv\js
ptoservlet.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\num\numguess
.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\plugin\plugi
n.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\security\pro
tected\error.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\security\pro
tected\index.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\security\pro
tected\login.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\sessions\car
ts.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\simpletag\fo
o.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\snp\snoop.js
p",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\tagplugin\ch
oose.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:31,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\tagplugin\fo
reach.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:32,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\tagplugin\if
.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:32,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\examples\jsp\xml\xml.jsp",C:\Windows\Explorer.EXE
2021-06-28 00:27:32,11,+ Windows Webshell Creation,"""EC2AMAZ-37OM3IA.avengers.local""","C:\Users\Administrator\Downloads\apache-
tomcat-8.5.68-windows-x64\apache-tomcat-
8.5.68\webapps\host-manager\index.jsp",C:\Windows\Explorer.EXE
